"","continent_level","date","cases","new_cases","deaths","new_deaths","weeks_since_death10","weeks_since_case100","continent","pop","cases_per_million","new_cases_per_million","deaths_per_million","new_deaths_per_million"
"654","Oceania",2021-06-20,52007,1201,1119,11,64,66,"Oceania",3.8e+07,1368.6,31.6,29.4,0.3
"655","Oceania",2021-06-27,53990,1983,1127,8,65,67,"Oceania",3.8e+07,1420.8,52.2,29.7,0.2
"656","Oceania",2021-07-04,56856,2866,1142,15,66,68,"Oceania",3.8e+07,1496.2,75.4,30.1,0.4
"657","Oceania",2021-07-11,61876,5020,1174,32,67,69,"Oceania",3.8e+07,1628.3,132.1,30.9,0.8
"658","Oceania",2021-07-18,69722,7846,1220,46,68,70,"Oceania",3.8e+07,1834.8,206.5,32.1,1.2
"659","Oceania",2021-07-25,76756,7034,1325,105,69,71,"Oceania",3.8e+07,2019.9,185.1,34.9,2.8
"660","Oceania",2021-08-01,85654,8898,1387,62,70,72,"Oceania",3.8e+07,2254.1,234.2,36.5,1.6
"661","Oceania",2021-08-08,94308,8654,1459,72,71,73,"Oceania",3.8e+07,2481.8,227.7,38.4,1.9
"662","Oceania",2021-08-15,100152,5844,1555,96,72,74,"Oceania",3.8e+07,2635.6,153.8,40.9,2.5
"663","Oceania",2021-08-22,109439,9287,1643,88,73,75,"Oceania",3.8e+07,2880,244.4,43.2,2.3
"664","Oceania",2021-08-29,120032,10593,1704,61,74,76,"Oceania",3.8e+07,3158.7,278.8,44.8,1.6
"665","Oceania",2021-09-05,132775,12743,1774,70,75,77,"Oceania",3.8e+07,3494.1,335.3,46.7,1.8
"666","Oceania",2021-09-12,146676,13901,1859,85,76,78,"Oceania",3.8e+07,3859.9,365.8,48.9,2.2
"667","Oceania",2021-09-19,159751,13075,1967,108,77,79,"Oceania",3.8e+07,4204,344.1,51.8,2.8
"668","Oceania",2021-09-26,173543,13792,2092,125,78,80,"Oceania",3.8e+07,4566.9,362.9,55.1,3.3
"669","Oceania",2021-10-03,189707,16164,2244,152,79,81,"Oceania",3.8e+07,4992.3,425.4,59.1,4
"670","Oceania",2021-10-10,208791,19084,2377,133,80,82,"Oceania",3.8e+07,5494.5,502.2,62.6,3.5
"671","Oceania",2021-10-17,226103,17312,2503,126,81,83,"Oceania",3.8e+07,5950.1,455.6,65.9,3.3
"672","Oceania",2021-10-24,245626,19523,2687,184,82,84,"Oceania",3.8e+07,6463.8,513.8,70.7,4.8
"673","Oceania",2021-10-31,260526,14900,2819,132,83,85,"Oceania",3.8e+07,6855.9,392.1,74.2,3.5
"674","Oceania",2021-11-07,272998,12472,2940,121,84,86,"Oceania",3.8e+07,7184.2,328.2,77.4,3.2
"675","Oceania",2021-11-14,284865,11867,3040,100,85,87,"Oceania",3.8e+07,7496.4,312.3,80,2.6
"676","Oceania",2021-11-21,296766,11901,3171,131,86,88,"Oceania",3.8e+07,7809.6,313.2,83.4,3.4
"677","Oceania",2021-11-28,308152,11386,3280,109,87,89,"Oceania",3.8e+07,8109.3,299.6,86.3,2.9
"678","Oceania",2021-12-05,319580,11428,3346,66,88,90,"Oceania",3.8e+07,8410,300.7,88.1,1.7
"679","Oceania",2021-12-12,332305,12725,3433,87,89,91,"Oceania",3.8e+07,8744.9,334.9,90.3,2.3
"680","Oceania",2021-12-19,356852,24547,3477,44,90,92,"Oceania",3.8e+07,9390.8,646,91.5,1.2
"681","Oceania",2021-12-26,413350,56498,3531,54,91,93,"Oceania",3.8e+07,10877.6,1486.8,92.9,1.4
"682","Oceania",2022-01-02,597263,183913,3606,75,92,94,"Oceania",3.8e+07,15717.4,4839.8,94.9,2
"683","Oceania",2022-01-09,1153707,556444,3739,133,93,95,"Oceania",3.8e+07,30360.7,14643.3,98.4,3.5
"684","Oceania",2022-01-16,1897099,743395,4070,331,94,96,"Oceania",3.8e+07,49923.7,19563,107.1,8.7
"685","Oceania",2022-01-23,2342972,445873,4565,495,95,97,"Oceania",3.8e+07,61657.2,11733.5,120.1,13
"686","Oceania",2022-01-30,2725685,382713,5213,648,96,98,"Oceania",3.8e+07,71728.6,10071.4,137.2,17.1
"687","Oceania",2022-02-06,2878105,152420,5734,521,97,99,"Oceania",3.8e+07,75739.6,4011.1,150.9,13.7
"688","Oceania",2022-02-13,3048474,170369,6149,415,98,100,"Oceania",3.8e+07,80223,4483.4,161.8,10.9
"689","Oceania",2022-02-20,3198083,149609,6553,404,99,101,"Oceania",3.8e+07,84160.1,3937.1,172.4,10.6
"690","Oceania",2022-02-27,3414530,216447,6841,288,100,102,"Oceania",3.8e+07,89856.1,5696,180,7.6
"691","Oceania",2022-03-06,3745873,331343,7149,309,101,103,"Oceania",3.8e+07,98575.6,8719.6,188.1,8.1
"692","Oceania",2022-03-13,4124459,378586,7385,236,102,104,"Oceania",3.8e+07,108538.4,9962.8,194.3,6.2
"693","Oceania",2022-03-20,4568545,444086,7631,246,103,105,"Oceania",3.8e+07,120224.9,11686.5,200.8,6.5
"694","Oceania",2022-03-27,5072453,503908,7891,260,104,106,"Oceania",3.8e+07,133485.6,13260.7,207.7,6.8
"695","Oceania",2022-04-03,5562535,490082,8464,573,105,107,"Oceania",3.8e+07,146382.5,12896.9,222.7,15.1
"696","Oceania",2022-04-10,6030637,468102,8738,274,106,108,"Oceania",3.8e+07,158701,12318.5,229.9,7.2
"697","Oceania",2022-04-17,6401259,370622,9071,333,107,109,"Oceania",3.8e+07,168454.2,9753.2,238.7,8.8
"698","Oceania",2022-04-24,6765836,364577,9347,276,108,110,"Oceania",3.8e+07,178048.3,9594.1,246,7.3
"699","Oceania",2022-05-01,7099996,334160,9657,310,109,111,"Oceania",3.8e+07,186842,8793.7,254.1,8.2
"700","Oceania",2022-05-08,7450640,350644,9988,331,110,112,"Oceania",3.8e+07,196069.5,9227.5,262.8,8.7
"701","Oceania",2022-05-15,7858184,407544,10332,344,111,113,"Oceania",3.8e+07,206794.3,10724.8,271.9,9.1
"702","Oceania",2022-05-22,8261960,403776,10643,311,112,114,"Oceania",3.8e+07,217420,10625.7,280.1,8.2
"703","Oceania",2022-05-29,8572050,310090,11090,447,113,115,"Oceania",3.8e+07,225580.3,8160.3,291.8,11.8
"704","Oceania",2022-06-05,8825017,252967,11451,361,114,116,"Oceania",3.8e+07,232237.3,6657,301.3,9.5
"705","Oceania",2022-06-12,9059247,234230,11796,345,115,117,"Oceania",3.8e+07,238401.2,6163.9,310.4,9.1
"706","Oceania",2022-06-19,9286399,227152,12183,387,116,118,"Oceania",3.8e+07,244378.9,5977.7,320.6,10.2
"707","Oceania",2022-06-26,9524490,238091,12566,383,117,119,"Oceania",3.8e+07,250644.5,6265.6,330.7,10.1
"708","Oceania",2022-07-03,9804491,280001,12976,410,118,120,"Oceania",3.8e+07,258012.9,7368.4,341.5,10.8
"709","Oceania",2022-07-10,10141296,336805,13386,410,119,121,"Oceania",3.8e+07,266876.2,8863.3,352.3,10.8
"710","Oceania",2022-07-17,10506821,365525,13884,498,120,122,"Oceania",3.8e+07,276495.3,9619.1,365.4,13.1
"711","Oceania",2022-07-24,10895631,388810,14400,516,121,123,"Oceania",3.8e+07,286727.1,10231.8,378.9,13.6
"712","Oceania",2022-07-31,11250480,354849,15132,732,122,124,"Oceania",3.8e+07,296065.3,9338.1,398.2,19.3
"713","Oceania",2022-08-07,11512240,261760,15754,622,123,125,"Oceania",3.8e+07,302953.7,6888.4,414.6,16.4
"714","Oceania",2022-08-14,11699938,187698,16423,669,124,126,"Oceania",3.8e+07,307893.1,4939.4,432.2,17.6
"715","Oceania",2022-08-21,11848103,148165,16995,572,125,127,"Oceania",3.8e+07,311792.2,3899.1,447.2,15.1
"716","Oceania",2022-08-28,11955831,107728,17436,441,126,128,"Oceania",3.8e+07,314627.1,2834.9,458.8,11.6
"717","South America",2020-02-23,2,2,0,0,0,0,"South America",4.2e+08,0,0,0,0
"718","South America",2020-03-01,17,15,0,0,0,0,"South America",4.2e+08,0,0,0,0
"719","South America",2020-03-08,74,57,3,3,0,0,"South America",4.2e+08,0.2,0.1,0,0
"720","South America",2020-03-15,454,380,10,7,0,0,"South America",4.2e+08,1.1,0.9,0,0
"721","South America",2020-03-22,4180,3726,82,72,1,1,"South America",4.2e+08,10,8.9,0.2,0.2
"722","South America",2020-03-29,11313,7144,333,251,2,2,"South America",4.2e+08,26.9,17,0.8,0.6
"723","South America",2020-04-05,25527,14214,1129,796,3,3,"South America",4.2e+08,60.8,33.8,2.7,1.9
"724","South America",2020-04-12,50910,25383,2734,1605,4,4,"South America",4.2e+08,121.2,60.4,6.5,3.8
"725","South America",2020-04-19,82924,32014,5233,2499,5,5,"South America",4.2e+08,197.4,76.2,12.5,6
"726","South America",2020-04-26,139810,56886,9068,3835,6,6,"South America",4.2e+08,332.9,135.4,21.6,9.1
"727","South America",2020-05-03,215278,75468,15588,6520,7,7,"South America",4.2e+08,512.6,179.7,37.1,15.5
"728","South America",2020-05-10,315021,99743,23756,8168,8,8,"South America",4.2e+08,750,237.5,56.6,19.4
"729","South America",2020-05-17,448822,133801,33307,9551,9,9,"South America",4.2e+08,1068.6,318.6,79.3,22.7
"730","South America",2020-05-24,649156,200334,44816,11509,10,10,"South America",4.2e+08,1545.6,477,106.7,27.4
"731","South America",2020-05-31,902972,253816,56340,11524,11,11,"South America",4.2e+08,2149.9,604.3,134.1,27.4
"732","South America",2020-06-07,1181578,278606,69079,12739,12,12,"South America",4.2e+08,2813.3,663.3,164.5,30.3
"733","South America",2020-06-14,1460221,278643,82840,13761,13,13,"South America",4.2e+08,3476.7,663.4,197.2,32.8
"734","South America",2020-06-21,1776962,316741,96837,13997,14,14,"South America",4.2e+08,4230.9,754.1,230.6,33.3
"735","South America",2020-06-28,2150394,373432,110094,13257,15,15,"South America",4.2e+08,5120,889.1,262.1,31.6
"736","South America",2020-07-05,2511544,361150,123829,13735,16,16,"South America",4.2e+08,5979.9,859.9,294.8,32.7
"737","South America",2020-07-12,2890449,378905,137885,14056,17,17,"South America",4.2e+08,6882,902.2,328.3,33.5
"738","South America",2020-07-19,3261578,371129,154186,16301,18,18,"South America",4.2e+08,7765.7,883.6,367.1,38.8
"739","South America",2020-07-26,3727950,466372,168960,14774,19,19,"South America",4.2e+08,8876.1,1110.4,402.3,35.2
"740","South America",2020-08-02,4240053,512103,184583,15623,20,20,"South America",4.2e+08,10095.4,1219.3,439.5,37.2
"741","South America",2020-08-09,4747669,507616,200417,15834,21,21,"South America",4.2e+08,11304,1208.6,477.2,37.7
"742","South America",2020-08-16,5268361,520692,215899,15482,22,22,"South America",4.2e+08,12543.7,1239.7,514,36.9
"743","South America",2020-08-23,5750457,482096,231297,15398,23,23,"South America",4.2e+08,13691.6,1147.8,550.7,36.7
"744","South America",2020-08-30,6229760,479303,245619,14322,24,24,"South America",4.2e+08,14832.8,1141.2,584.8,34.1
"745","South America",2020-09-06,6714095,484335,258675,13056,25,25,"South America",4.2e+08,15985.9,1153.2,615.9,31.1
"746","South America",2020-09-13,7104413,390318,275537,16862,26,26,"South America",4.2e+08,16915.3,929.3,656,40.1
"747","South America",2020-09-20,7518347,413934,286648,11111,27,27,"South America",4.2e+08,17900.8,985.6,682.5,26.5
"748","South America",2020-09-27,7906807,388460,298091,11443,28,28,"South America",4.2e+08,18825.7,924.9,709.7,27.2
"749","South America",2020-10-04,8273667,366860,311539,13448,29,29,"South America",4.2e+08,19699.2,873.5,741.8,32
"750","South America",2020-10-11,8662201,388534,322111,10572,30,30,"South America",4.2e+08,20624.3,925.1,766.9,25.2
"751","South America",2020-10-18,8990768,328567,330880,8769,31,31,"South America",4.2e+08,21406.6,782.3,787.8,20.9
"752","South America",2020-10-25,9357539,366771,339595,8715,32,32,"South America",4.2e+08,22279.9,873.3,808.6,20.8
"753","South America",2020-11-01,9698822,341283,347595,8000,33,33,"South America",4.2e+08,23092.4,812.6,827.6,19
"754","South America",2020-11-08,9987147,288325,355009,7414,34,34,"South America",4.2e+08,23778.9,686.5,845.3,17.7
"755","South America",2020-11-15,10347298,360151,362835,7826,35,35,"South America",4.2e+08,24636.4,857.5,863.9,18.6
"756","South America",2020-11-22,10702625,355327,370293,7458,36,36,"South America",4.2e+08,25482.4,846,881.6,17.8
"757","South America",2020-11-29,11095502,392877,378049,7756,37,37,"South America",4.2e+08,26417.9,935.4,900.1,18.5
"758","South America",2020-12-06,11528442,432940,386211,8162,38,38,"South America",4.2e+08,27448.7,1030.8,919.5,19.4
"759","South America",2020-12-13,11955216,426774,394202,7991,39,39,"South America",4.2e+08,28464.8,1016.1,938.6,19
"760","South America",2020-12-20,12463446,508230,403391,9189,40,40,"South America",4.2e+08,29674.9,1210.1,960.5,21.9
"761","South America",2020-12-27,12880535,417089,411740,8349,41,41,"South America",4.2e+08,30667.9,993.1,980.3,19.9
"762","South America",2021-01-03,13323494,442959,421011,9271,42,42,"South America",4.2e+08,31722.6,1054.7,1002.4,22.1
"763","South America",2021-01-10,13954415,630921,433518,12507,43,43,"South America",4.2e+08,33224.8,1502.2,1032.2,29.8
"764","South America",2021-01-17,14637899,683484,446700,13182,44,44,"South America",4.2e+08,34852.1,1627.3,1063.6,31.4
"765","South America",2021-01-24,15272768,634869,462297,15597,45,45,"South America",4.2e+08,36363.7,1511.6,1100.7,37.1
"766","South America",2021-01-31,15881626,608858,478779,16482,46,46,"South America",4.2e+08,37813.4,1449.7,1140,39.2
"767","South America",2021-02-07,16421566,539940,494382,15603,47,47,"South America",4.2e+08,39099,1285.6,1177.1,37.1
"768","South America",2021-02-14,16927510,505944,511051,16669,48,48,"South America",4.2e+08,40303.6,1204.6,1216.8,39.7
"769","South America",2021-02-21,17422036,494526,526828,15777,49,49,"South America",4.2e+08,41481,1177.4,1254.4,37.6
"770","South America",2021-02-28,17974897,552861,542944,16116,50,50,"South America",4.2e+08,42797.4,1316.3,1292.7,38.4
"771","South America",2021-03-07,18616004,641107,560976,18032,51,51,"South America",4.2e+08,44323.8,1526.4,1335.7,42.9
"772","South America",2021-03-14,19265681,649677,580700,19724,52,52,"South America",4.2e+08,45870.7,1546.8,1382.6,47
"773","South America",2021-03-21,20010254,744573,604368,23668,53,53,"South America",4.2e+08,47643.5,1772.8,1439,56.4
"774","South America",2021-03-28,20820154,809900,630844,26476,54,54,"South America",4.2e+08,49571.8,1928.3,1502,63
"775","South America",2021-04-04,21576521,756367,658971,28127,55,55,"South America",4.2e+08,51372.7,1800.9,1569,67
"776","South America",2021-04-11,22488244,911723,691680,32709,56,56,"South America",4.2e+08,53543.4,2170.8,1646.9,77.9
"777","South America",2021-04-18,23389457,901213,723582,31902,57,57,"South America",4.2e+08,55689.2,2145.7,1722.8,76
"778","South America",2021-04-25,24252654,863197,754977,31395,58,58,"South America",4.2e+08,57744.4,2055.2,1797.6,74.8
"779","South America",2021-05-02,25086451,833797,785169,30192,59,59,"South America",4.2e+08,59729.6,1985.2,1869.4,71.9
"780","South America",2021-05-09,25909111,822660,813647,28478,60,60,"South America",4.2e+08,61688.4,1958.7,1937.3,67.8
"781","South America",2021-05-16,26777277,868166,840186,26539,61,61,"South America",4.2e+08,63755.4,2067.1,2000.4,63.2
"782","South America",2021-05-23,27740090,962813,866808,26622,62,62,"South America",4.2e+08,66047.8,2292.4,2063.8,63.4
"783","South America",2021-05-30,28686196,946106,892193,25385,63,63,"South America",4.2e+08,68300.5,2252.6,2124.3,60.4
"784","South America",2021-06-06,29674739,988543,916751,24558,64,64,"South America",4.2e+08,70654.1,2353.7,2182.7,58.5
"785","South America",2021-06-13,30644729,969990,944320,27569,65,65,"South America",4.2e+08,72963.6,2309.5,2248.4,65.6
"786","South America",2021-06-20,31620890,976161,971025,26705,66,66,"South America",4.2e+08,75287.8,2324.2,2312,63.6
"787","South America",2021-06-27,32565489,944599,995052,24027,67,67,"South America",4.2e+08,77536.9,2249,2369.2,57.2
"788","South America",2021-07-04,33324013,758524,1017695,22643,68,68,"South America",4.2e+08,79342.9,1806,2423.1,53.9
"789","South America",2021-07-11,33986971,662958,1036763,19068,69,69,"South America",4.2e+08,80921.4,1578.5,2468.5,45.4
"790","South America",2021-07-18,34571007,584036,1054083,17320,70,70,"South America",4.2e+08,82311.9,1390.6,2509.7,41.2
"791","South America",2021-07-25,35107071,536064,1077401,23318,71,71,"South America",4.2e+08,83588.3,1276.3,2565.2,55.5
"792","South America",2021-08-01,35553265,446194,1091107,13706,72,72,"South America",4.2e+08,84650.6,1062.4,2597.9,32.6
"793","South America",2021-08-08,35945181,391916,1102263,11156,73,73,"South America",4.2e+08,85583.8,933.1,2624.4,26.6
"794","South America",2021-08-15,36270436,325255,1112376,10113,74,74,"South America",4.2e+08,86358.2,774.4,2648.5,24.1
"795","South America",2021-08-22,36578176,307740,1121058,8682,75,75,"South America",4.2e+08,87090.9,732.7,2669.2,20.7
"796","South America",2021-08-29,36831032,252856,1128478,7420,76,76,"South America",4.2e+08,87692.9,602,2686.9,17.7
"797","South America",2021-09-05,37050809,219777,1135617,7139,77,77,"South America",4.2e+08,88216.2,523.3,2703.8,17
"798","South America",2021-09-12,37217931,167122,1140972,5355,78,78,"South America",4.2e+08,88614.1,397.9,2716.6,12.8
"799","South America",2021-09-19,37510411,292480,1147075,6103,79,79,"South America",4.2e+08,89310.5,696.4,2731.1,14.5
"800","South America",2021-09-26,37683110,172699,1152160,5085,80,80,"South America",4.2e+08,89721.7,411.2,2743.2,12.1
"801","South America",2021-10-03,37838736,155626,1156868,4708,81,81,"South America",4.2e+08,90092.2,370.5,2754.4,11.2
"802","South America",2021-10-10,37992564,153828,1160949,4081,82,82,"South America",4.2e+08,90458.5,366.3,2764.2,9.7
"803","South America",2021-10-17,38108818,116254,1164179,3230,83,83,"South America",4.2e+08,90735.3,276.8,2771.9,7.7
"804","South America",2021-10-24,38244985,136167,1167438,3259,84,84,"South America",4.2e+08,91059.5,324.2,2779.6,7.8
"805","South America",2021-10-31,38380132,135147,1170441,3003,85,85,"South America",4.2e+08,91381.3,321.8,2786.8,7.2
"806","South America",2021-11-07,38505753,125621,1172963,2522,86,86,"South America",4.2e+08,91680.4,299.1,2792.8,6
"807","South America",2021-11-14,38650782,145029,1175802,2839,87,87,"South America",4.2e+08,92025.7,345.3,2799.5,6.8
"808","South America",2021-11-21,38778860,128078,1178262,2460,88,88,"South America",4.2e+08,92330.6,304.9,2805.4,5.9
"809","South America",2021-11-28,38915124,136264,1181110,2848,89,89,"South America",4.2e+08,92655.1,324.4,2812.2,6.8
"810","South America",2021-12-05,39045791,130667,1183892,2782,90,90,"South America",4.2e+08,92966.2,311.1,2818.8,6.6
"811","South America",2021-12-12,39163809,118018,1186389,2497,91,91,"South America",4.2e+08,93247.2,281,2824.7,5.9
"812","South America",2021-12-19,39273879,110070,1188731,2342,92,92,"South America",4.2e+08,93509.2,262.1,2830.3,5.6
"813","South America",2021-12-26,39432946,159067,1190588,1857,93,93,"South America",4.2e+08,93888,378.7,2834.7,4.4
"814","South America",2022-01-02,39869142,436196,1192357,1769,94,94,"South America",4.2e+08,94926.5,1038.6,2838.9,4.2
"815","South America",2022-01-09,41092427,1223285,1194587,2230,95,95,"South America",4.2e+08,97839.1,2912.6,2844.3,5.3
"816","South America",2022-01-16,43069285,1976858,1198287,3700,96,96,"South America",4.2e+08,102545.9,4706.8,2853.1,8.8
"817","South America",2022-01-23,45757140,2687855,1204485,6198,97,97,"South America",4.2e+08,108945.6,6399.7,2867.8,14.8
"818","South America",2022-01-30,48360893,2603753,1214395,9910,98,98,"South America",4.2e+08,115145,6199.4,2891.4,23.6
"819","South America",2022-02-06,50446607,2085714,1225987,11592,99,99,"South America",4.2e+08,120111,4966,2919,27.6
"820","South America",2022-02-13,52025385,1578778,1237634,11647,100,100,"South America",4.2e+08,123870,3759,2946.7,27.7
"821","South America",2022-02-20,53239962,1214577,1248461,10827,101,101,"South America",4.2e+08,126761.8,2891.8,2972.5,25.8
"822","South America",2022-02-27,54152481,912519,1257140,8679,102,102,"South America",4.2e+08,128934.5,2172.7,2993.2,20.7
"823","South America",2022-03-06,54668779,516298,1262916,5776,103,103,"South America",4.2e+08,130163.8,1229.3,3006.9,13.8
"824","South America",2022-03-13,55173152,504373,1267893,4977,104,104,"South America",4.2e+08,131364.6,1200.9,3018.8,11.8
"825","South America",2022-03-20,55598842,425690,1271657,3764,105,105,"South America",4.2e+08,132378.2,1013.5,3027.8,9
"826","South America",2022-03-27,55908110,309268,1286099,14442,106,106,"South America",4.2e+08,133114.5,736.4,3062.1,34.4
"827","South America",2022-04-03,56128647,220537,1288664,2565,107,107,"South America",4.2e+08,133639.6,525.1,3068.2,6.1
"828","South America",2022-04-10,56331206,202559,1290479,1815,108,108,"South America",4.2e+08,134121.9,482.3,3072.6,4.3
"829","South America",2022-04-17,56467600,136394,1291794,1315,109,109,"South America",4.2e+08,134446.7,324.7,3075.7,3.1
"830","South America",2022-04-24,56591300,123700,1292872,1078,110,110,"South America",4.2e+08,134741.2,294.5,3078.3,2.6
"831","South America",2022-05-01,56745038,153738,1294441,1569,111,111,"South America",4.2e+08,135107.2,366,3082,3.7
"832","South America",2022-05-08,56896566,151528,1295357,916,112,112,"South America",4.2e+08,135468,360.8,3084.2,2.2
"833","South America",2022-05-15,57094508,197942,1296421,1064,113,113,"South America",4.2e+08,135939.3,471.3,3086.7,2.5
"834","South America",2022-05-22,57296347,201839,1297367,946,114,114,"South America",4.2e+08,136419.9,480.6,3089,2.3
"835","South America",2022-05-29,57581923,285576,1298233,866,115,115,"South America",4.2e+08,137099.8,679.9,3091,2.1
"836","South America",2022-06-05,57892297,310374,1299096,863,116,116,"South America",4.2e+08,137838.8,739,3093.1,2.1
"837","South America",2022-06-12,58320033,427736,1300508,1412,117,117,"South America",4.2e+08,138857.2,1018.4,3096.4,3.4
"838","South America",2022-06-19,58659601,339568,1301474,966,118,118,"South America",4.2e+08,139665.7,808.5,3098.7,2.3
"839","South America",2022-06-26,59221967,562366,1303419,1945,119,119,"South America",4.2e+08,141004.7,1339,3103.4,4.6
"840","South America",2022-07-03,59854218,632251,1305596,2177,120,120,"South America",4.2e+08,142510,1505.4,3108.6,5.2
"841","South America",2022-07-10,60457164,602946,1307944,2348,121,121,"South America",4.2e+08,143945.6,1435.6,3114.2,5.6
"842","South America",2022-07-17,61100231,643067,1310402,2458,122,122,"South America",4.2e+08,145476.7,1531.1,3120,5.9
"843","South America",2022-07-24,61672951,572720,1312952,2550,123,123,"South America",4.2e+08,146840.4,1363.6,3126.1,6.1
"844","South America",2022-07-31,62173787,500836,1315507,2555,124,124,"South America",4.2e+08,148032.8,1192.5,3132.2,6.1
"845","South America",2022-08-07,62585582,411795,1317977,2470,125,125,"South America",4.2e+08,149013.3,980.5,3138,5.9
"846","South America",2022-08-14,62910451,324869,1320204,2227,126,126,"South America",4.2e+08,149786.8,773.5,3143.3,5.3
"847","South America",2022-08-21,63196461,286010,1322262,2058,127,127,"South America",4.2e+08,150467.8,681,3148.2,4.9
"848","South America",2022-08-28,63421603,225142,1324076,1814,128,128,"South America",4.2e+08,151003.8,536.1,3152.6,4.3
